0.0e0 -1.0e0 0.0e0 0.0e0
1.111e1 -1.0e0 -1.111e1 -1.111e1
2.2220001e1 -1.0e0 -2.2220001e1 -2.2220001e1
3.3330002e1 -1.0e0 -3.3330002e1 -3.3330002e1
4.4440002e1 -1.0e0 -4.4440002e1 -4.4440002e1
5.5550003e1 -1.0e0 -5.5550003e1 -5.5550003e1
6.6660004e1 -1.0e0 -6.6660004e1 -6.6660004e1
7.7770004e1 -1.0e0 -7.7770004e1 -7.7770004e1
8.8880005e1 -1.0e0 -8.8880005e1 -8.8880005e1
9.9990005e1 -1.0e0 -9.9990005e1 -9.9990005e1

0.0e0 -7.777899e-1 0.0e0 0.0e0
1.111e1 -7.777899e-1 -8.6412463e0 -8.6412463e0
2.2220001e1 -7.777899e-1 -1.72824928e1 -1.72824928e1
3.3330002e1 -7.777899e-1 -2.59237393e1 -2.59237393e1
4.4440002e1 -7.777899e-1 -3.45649858e1 -3.45649858e1
5.5550003e1 -7.777899e-1 -4.32062321e1 -4.32062321e1
6.6660004e1 -7.777899e-1 -5.18474786e1 -5.18474786e1
7.7770004e1 -7.777899e-1 -6.04887251e1 -6.04887251e1
8.8880005e1 -7.777899e-1 -6.91299716e1 -6.91299716e1
9.9990005e1 -7.777899e-1 -7.7771218e1 -7.7771218e1

0.0e0 -5.555798e-1 0.0e0 0.0e0
1.111e1 -5.555798e-1 -6.1724922e0 -6.1724922e0
2.2220001e1 -5.555798e-1 -1.23449846e1 -1.23449846e1
3.3330002e1 -5.555798e-1 -1.85174768e1 -1.85174768e1
4.4440002e1 -5.555798e-1 -2.46899692e1 -2.46899692e1
5.5550003e1 -5.555798e-1 -3.08624614e1 -3.08624614e1
6.6660004e1 -5.555798e-1 -3.70349538e1 -3.70349538e1
7.7770004e1 -5.555798e-1 -4.3207446e1 -4.3207446e1
8.8880005e1 -5.555798e-1 -4.93799384e1 -4.93799384e1
9.9990005e1 -5.555798e-1 -5.55524306e1 -5.55524306e1

0.0e0 -3.333697e-1 0.0e0 0.0e0
1.111e1 -3.333697e-1 -3.7037381e0 -3.7037381e0
2.2220001e1 -3.333697e-1 -7.4074762e0 -7.4074762e0
3.3330002e1 -3.333697e-1 -1.11112143e1 -1.11112143e1
4.4440002e1 -3.333697e-1 -1.48149525e1 -1.48149525e1
5.5550003e1 -3.333697e-1 -1.85186906e1 -1.85186906e1
6.6660004e1 -3.333697e-1 -2.22224287e1 -2.22224287e1
7.7770004e1 -3.333697e-1 -2.59261668e1 -2.59261668e1
8.8880005e1 -3.333697e-1 -2.96299051e1 -2.96299051e1
9.9990005e1 -3.333697e-1 -3.33336432e1 -3.33336432e1

0.0e0 -1.111596e-1 0.0e0 0.0e0
1.111e1 -1.111596e-1 -1.234984e0 -1.234984e0
2.2220001e1 -1.111596e-1 -2.469968e0 -2.469968e0
3.3330002e1 -1.111596e-1 -3.704952e0 -3.704952e0
4.4440002e1 -1.111596e-1 -4.9399359e0 -4.9399359e0
5.5550003e1 -1.111596e-1 -6.1749199e0 -6.1749199e0
6.6660004e1 -1.111596e-1 -7.4099039e0 -7.4099039e0
7.7770004e1 -1.111596e-1 -8.6448878e0 -8.6448878e0
8.8880005e1 -1.111596e-1 -9.8798718e0 -9.8798718e0
9.9990005e1 -1.111596e-1 -1.11148558e1 -1.11148558e1

0.0e0 1.1105049e-1 0.0e0 0.0e0
1.111e1 1.1105049e-1 1.2337701e0 1.2337701e0
2.2220001e1 1.1105049e-1 2.4675403e0 2.4675403e0
3.3330002e1 1.1105049e-1 3.7013104e0 3.7013104e0
4.4440002e1 1.1105049e-1 4.9350806e0 4.9350806e0
5.5550003e1 1.1105049e-1 6.1688509e0 6.1688509e0
6.6660004e1 1.1105049e-1 7.402621e0 7.402621e0
7.7770004e1 1.1105049e-1 8.6363911e0 8.6363911e0
8.8880005e1 1.1105049e-1 9.8701613e0 9.8701613e0
9.9990005e1 1.1105049e-1 1.11039316e1 1.11039316e1

0.0e0 3.3326059e-1 0.0e0 0.0e0
1.111e1 3.3326059e-1 3.702526e0 3.702526e0
2.2220001e1 3.3326059e-1 7.405052e0 7.405052e0
3.3330002e1 3.3326059e-1 1.1107578e1 1.1107578e1
4.4440002e1 3.3326059e-1 1.4810104e1 1.4810104e1
5.5550003e1 3.3326059e-1 1.85126302e1 1.85126302e1
6.6660004e1 3.3326059e-1 2.22151561e1 2.22151561e1
7.7770004e1 3.3326059e-1 2.59176822e1 2.59176822e1
8.8880005e1 3.3326059e-1 2.96202081e1 2.96202081e1
9.9990005e1 3.3326059e-1 3.33227342e1 3.33227342e1

0.0e0 5.5547069e-1 0.0e0 0.0e0
1.111e1 5.5547069e-1 6.17128e0 6.17128e0
2.2220001e1 5.5547069e-1 1.23425603e1 1.23425603e1
3.3330002e1 5.5547069e-1 1.85138405e1 1.85138405e1
4.4440002e1 5.5547069e-1 2.46851207e1 2.46851207e1
5.5550003e1 5.5547069e-1 3.08564009e1 3.08564009e1
6.6660004e1 5.5547069e-1 3.70276811e1 3.70276811e1
7.7770004e1 5.5547069e-1 4.31989612e1 4.31989612e1
8.8880005e1 5.5547069e-1 4.93702414e1 4.93702414e1
9.9990005e1 5.5547069e-1 5.55415216e1 5.55415216e1

0.0e0 7.7768079e-1 0.0e0 0.0e0
1.111e1 7.7768079e-1 8.6400343e0 8.6400343e0
2.2220001e1 7.7768079e-1 1.72800687e1 1.72800687e1
3.3330002e1 7.7768079e-1 2.5920103e1 2.5920103e1
4.4440002e1 7.7768079e-1 3.45601373e1 3.45601373e1
5.5550003e1 7.7768079e-1 4.32001717e1 4.32001717e1
6.6660004e1 7.7768079e-1 5.1840206e1 5.1840206e1
7.7770004e1 7.7768079e-1 6.04802403e1 6.04802403e1
8.8880005e1 7.7768079e-1 6.91202747e1 6.91202747e1
9.9990005e1 7.7768079e-1 7.7760309e1 7.7760309e1

0.0e0 9.9989088e-1 0.0e0 0.0e0
1.111e1 9.9989088e-1 1.11087885e1 1.11087885e1
2.2220001e1 9.9989088e-1 2.22175769e1 2.22175769e1
3.3330002e1 9.9989088e-1 3.33263655e1 3.33263655e1
4.4440002e1 9.9989088e-1 4.4435154e1 4.4435154e1
5.5550003e1 9.9989088e-1 5.55439424e1 5.55439424e1
6.6660004e1 9.9989088e-1 6.6652731e1 6.6652731e1
7.7770004e1 9.9989088e-1 7.77615195e1 7.77615195e1
8.8880005e1 9.9989088e-1 8.88703079e1 8.88703079e1
9.9990005e1 9.9989088e-1 9.99790965e1 9.99790965e1
